23:01:07, 2, 1, 0
23:01:12, 2, 1, 0
23:01:17, 2, 1, 0
23:01:22, 2, 1, 0
23:01:27, 2, 1, 0
23:01:32, 2, 1, 0
23:01:37, 2, 1, 0
23:01:42, 2, 1, 0
23:01:47, 2, 1, 0
23:01:52, 2, 1, 0
23:01:57, 2, 1, 0
23:02:02, 2, 1, 0
23:02:07, 2, 1, 0
23:02:12, 2, 1, 0
23:02:17, 2, 1, 0
23:15:20, 2, 1, 0
23:15:25, 2, 1, 0
23:15:30, 2, 1, 0
23:15:35, 2, 1, 0
23:15:40, 2, 1, 0
23:15:46, 2, 1, 0
23:15:51, 2, 1, 0
23:15:56, 2, 1, 0
23:16:01, 2, 1, 0
23:16:06, 2, 1, 0
23:16:12, 2, 1, 0
23:16:17, 2, 1, 0
23:17:35, 2, 1, 0
23:17:40, 2, 1, 0
23:17:45, 2, 1, 0
23:17:50, 2, 1, 0
23:17:55, 2, 1, 0
23:18:00, 2, 1, 0
23:18:05, 2, 1, 0
23:18:10, 2, 1, 0
23:18:38, 2, 1, 0
23:18:43, 2, 1, 0
23:18:49, 2, 1, 0
23:18:54, 2, 1, 0
23:18:59, 2, 1, 0
23:19:04, 2, 1, 0
23:19:13, 2, 1, 0
23:19:19, 2, 1, 0
23:19:24, 2, 1, 0
23:19:29, 2, 1, 0
23:19:34, 2, 1, 0
23:19:39, 2, 1, 0
23:19:44, 2, 1, 0
23:19:49, 2, 1, 0
23:19:54, 2, 1, 0
23:20:15, 2, 1, 0
23:20:20, 2, 1, 0
23:20:26, 2, 1, 0
23:20:31, 2, 1, 0
23:20:36, 2, 1, 0
23:20:41, 2, 1, 0
23:20:46, 2, 1, 0
23:20:51, 2, 1, 0
23:20:56, 2, 1, 0
23:21:01, 2, 1, 0
23:21:06, 2, 1, 0
23:21:11, 2, 1, 0
23:21:16, 2, 1, 0
23:21:22, 2, 1, 0
23:21:27, 2, 1, 0
23:21:32, 2, 1, 0
23:21:37, 2, 1, 0
23:21:42, 2, 1, 0
